yarn_id,yarn_name,brand,weight,fiber
e42a085ad34921e43496b3cddf48f9bec128a2ba,Hebridean 2 Ply,Alice Starmore,Sport (12 wpi),
d8c5b6b6bc5563a05eec44547659ecb328c349ad,Crazy Sexy Wool,Wool and the Gang,Super Bulky (5-6 wpi),
dc01a0c99504b322560702b4183fbc6c4b0d9f7f,Merino Bulky,Morehouse Farm Merino,Bulky (7 wpi),
5b76f15c2feda9fca78ad0fa11a6f8a4eb889a36,Llama,Adriafil,Bulky (7 wpi),
314c3afd63c16468e61526509284f479de5704ea,Cocoon,Rowan,Bulky (7 wpi),
8dc101e82fd7e327007a97749d42a276c6aa5c33,Hometown,Lion Brand,Super Bulky (5-6 wpi),
d16b8c8d9526a526e66a275b0a330c8c372c7e04,Angel,Permin,Bulky (7 wpi),
8b056c7d44fbebfc574017ccdf3f0fd2448e8db8,Alice,Permin,Bulky (7 wpi),
9d0c294ceff578e5a179c3ba785118a990ec7507,Soft Donegal 2ply,Donegal Yarns,Worsted (9 wpi),
8ae74b6784485bfc47b85fbb313f1e95f7ef799e,Step,Austermann,Fingering (14 wpi),
d35b195a65614d769f97acf931fe91a0f9e5fa55,Invicta Extra,Scheepjes,Fingering (14 wpi),
9e8f6483580f5022b4087580b57af3839e1774b9,Hot Sox,Bernat,Fingering (14 wpi),
6d061a91fa1a08d2fa698d51401557e991e216db,Mille Colori,Lang Yarns,Bulky (7 wpi),
caee4f4ce1a1fe34a70d48a42fe312cafb6d99a3,Colorado,Campolmi Roberto Filati,Worsted (9 wpi),
7abced3cd929eae93f2dbf72d4be9707d1121ada,Martha Stewart Crafts Extra Soft Wool Blend,Lion Brand,Aran (8 wpi),
083c15e2696fc2cabd17a4f443f119527acaf6bb,I Love This Yarn! Solids,Hobby Lobby,Aran (8 wpi),
ade8ba9988434718a1db49f121e2c1e59edac645,Magnum,Cascade Yarns ®,Super Bulky (5-6 wpi),
1c037e91ffe73c3dedc61bd3000d9d9bf7929d77,DROPS Merino Extra Fine  ,Garnstudio,DK (11 wpi),
ca9abb976abd3ef65f962a70833a4072fafd9d47,DROPS Cotton Merino ,Garnstudio,DK (11 wpi),
c056d4dc8a0c3ddac642f076fcb517c8f2e85178,Luxuria AIR Chunky,Zealana,Aran (8 wpi),
f4326926cf182373eb9d45cdd9e7120f86478b4e,FAR,WOOLFOLK,Aran (8 wpi),
e80e2cc80611799d911265e1072773606907f9fb,Novomerino Aran,KPC Yarn,Aran (8 wpi),
289bdf6d86275d7ea2383c6efcae68e08e292a3f,Kureyon（くれよん）,Noro,Aran (8 wpi),
c4916631bb96ff8f9af8e71ba296a63dc99d2de0,Como,LAMANA,DK (11 wpi),
ea28f5da514d911b8a413351c509c146c75e5395,Como Tweed,LAMANA,DK (11 wpi),
04d53f747a5185578d92259d44a121de22b365c1,Como Cashmere,LAMANA,DK (11 wpi),
8f1be333edf55680c2db5befbe0cd56d51c3cd60,Studio DK,Neighborhood Fiber Co.,DK (11 wpi),
20b5a5391b04ec0eca836038a402f8d15b51c84e,Silk Garden Lite,Noro,DK (11 wpi),
ed64b367a0b4236c0660c09efcdeecc7db784e37,Silky Merino,Malabrigo Yarn,DK (11 wpi),
4b6f3751ac6da47bc7be415806d43a0097e44014,Special Double Knit,Stylecraft,DK (11 wpi),
9cfa350064a2d0355c6510293f9b04644a103e93,Marathon Print Sportive,Katia,DK (11 wpi),
3c9c622a32a4b4e60b854ae4fe3f297dcbd9442c,Tosh DK,madelinetosh,DK (11 wpi),
d15bfc82f26c6ee28dd31e5c423035e960d13c80,DROPS Lima,Garnstudio,DK (11 wpi),
a453927646834a97714f47507dd6a9abcaea4977,Magic Light,Ice Yarns,DK (11 wpi),
b33df3316542745ecf4131a99a3ddd5f330457b6,Wooly Worsted,Ewe Ewe Yarns,Worsted (9 wpi),
870dc99324ce7005f620503823c11519d1357a21,Foot Notes,Fiber Optic Yarns,Worsted (9 wpi),
d9ebf2c1618fd7c9bc1610cb40748251eceeb5ea,Kashmir,Fiber Optic Yarns,Worsted (9 wpi),
64414542a0b54a135382f81b4738b5658da5eda2,Foot Notes Paintbox Gradient ,Fiber Optic Yarns,Worsted (9 wpi),
e7923eaae8bd5d075c3394743a33ec3296554c5a,Vanna's Choice,Lion Brand,Aran (8 wpi),
abd337c64bf97db4546f2bcee7478594d382ec7a,Essentials Soft Merino Aran,Rico Design,Aran (8 wpi),
1f8a757605dceecf56c5e9fe9f103c2999dfe6ed,Kashmir Alpakka,Sandnes Garn,Aran (8 wpi),
cd8e108166afbd4802c20220df0fc1d6f3544be3,Duotones,Blue Sky Fibers,Super Bulky (5-6 wpi),
c9cef1988cd0bfb790677999fe24dd7b879c2f36,Homespun,Lion Brand,Bulky (7 wpi),
06b23e03333084e0c9149edcddf73d93618e8c4e,Lamb's Pride Bulky ,Brown Sheep,Bulky (7 wpi),
031e9b5654d4fcc2d6abb0885fcb7f3064572ba2,Sulka,Mirasol Yarn,Bulky (7 wpi),
650a290282a0dec1832e81cee6a6a2f594d02c51,Softee Chunky Solids & Marls (Bulky),Bernat,Bulky (7 wpi),
83fc7963e8633eba874d779881ce1d49889cd560,Ariosa with Cashmere,Classic Elite Yarns,Bulky (7 wpi),
0851887371847488016619db1d44f85fc6b347dc,Osprey,Quince & Co.,Bulky (7 wpi),
40ff246affc78ac751dae33eb7f72d9daa935b69,Jiffy Solid,Lion Brand,Bulky (7 wpi),
9f63b6c0b5f88c5101a9ab47682363b66907bc35,Tasmanian Merino Tweed (タスマニアンメリノ ツィード),Diakeito,DK (11 wpi),
567f86157fc12271e147423b7c9c4b9787628b5f,Marjaana,Schaefer Yarn Company,Worsted (9 wpi),
b1eadd9011f4823848ddbd25eb395fd919ac6315,Remix®,Berroco,Aran (8 wpi),
48fb9054491af636068729ccc4dcf95c63c41866,Rasta,Malabrigo Yarn,Super Bulky (5-6 wpi),
6c1f25a67d707d1557807f3b770054440302cbd5,Ombré Super Bulky,Freia Handpaint Yarns,Super Bulky (5-6 wpi),
11937eea3820d003fd2e03fa53de9c96b359d868,Mandala Thick & Quick,Lion Brand,Super Bulky (5-6 wpi),
b375a1b8bddc6715bfc435be994eecd411fb3446,Merino+ Superwash,Lang Yarns,DK (11 wpi),
13dd34c745c1347fb549a7277d991ebe8f2eb798,Viva Merino Fine,Lang Yarns,DK (11 wpi),
b719562c2123aca767b0b2661b569b0854004f93,Merino Sock,Hue Loco,Aran (8 wpi),
643e7aeb68d41293e7a613925d4a739a6efe873a,Blue Faced Leicester DK,Debbie Bliss,DK (11 wpi),
2f9f12a46e72f16396645475b47b2b3cceb441e7,Alpaca Soft DK,Rowan,DK (11 wpi),
918f013a35f9070fa76adbf909a26d4b44c7772b,Smart,Sandnes Garn,DK (11 wpi),
cc6d8eebc1bfa853c8b6ef1745b9b2673d7a9205,DK Tweed,Rowan,DK (11 wpi),
c05fd0950ca3fd0e8a1b7718717729ad0aa23d57,"Wool Ease Solids, Heathers, Twists",Lion Brand,Aran (8 wpi),
435c02b8085c0ef4886d7b5ff79abda0ee1ef0dc,Snuggly Cashmere Merino Silk 4Ply,Sirdar,Fingering (14 wpi),
0f9c4340b14236cc3de85fc200721183274fea8f,Color Waves (Bulky),Lion Brand,Super Bulky (5-6 wpi),
eabcfe120c6baf929a58b7642d5625ddb9d84958,Wool-Ease Chunky,Lion Brand,Super Bulky (5-6 wpi),
9487adaf29999fd232ce9395bfda5db10f684b7c,Bracken Tweed Double Knitting,Patons UK,DK (11 wpi),
cc8b5ada7eda4ffe72406b330333ca3fb52948b2,Smyrna Platinum,Linate,Fingering (14 wpi),
f945ae1ac345000f8de5d93de4f7b252ec29cd37,Soft (Solids & Heathers),Red Heart,Aran (8 wpi),
49a5c9d268c88ec406bd2d035eb5178c9df2baee,Silk Garden,Noro,Aran (8 wpi),
edc8512a7043c065ce8c6ea927e230309a0ea526,Bingo,Lana Grossa,Aran (8 wpi),
154abd642d7573851cc041b47f1f28d7d0a08aa6,Maxima,Manos del Uruguay,Worsted (9 wpi),
68937ee0116a21ef1816df05bad175c149eb2928,Merino 120 Superwash,Lang Yarns,DK (11 wpi),
4765428891183715eb61a272e0c35a7cb7ccf0e5,Stella,Naturally,Fingering (14 wpi),
9a2ef13ed139e8a8e10cbb7fd7df5de60b488e76,"Softee Baby, Solids & Marls",Bernat,DK (11 wpi),
20ef680dc482b79bf9856483f61f3e6392a5ef0c,Tibetan,Pascuali,Bulky (7 wpi),
ef802a82b6cd544a78d775b067439aff8fe5de40,Snuggly Baby Bamboo Double Knitting,Sirdar,DK (11 wpi),
822302d8afb963d8542130ea207d561df9543b83,Ragazza Loop,Lana Grossa,Super Bulky (5-6 wpi),
c8bc21721cfcd82c9e8887a74ad556bedfc81b53,Cherub Aran,Cascade Yarns ®,Aran (8 wpi),
233ab54d990c529b12b9d7e311341564f4743040,Super Saver (Solids),Red Heart,Aran (8 wpi),
beedd8a050dfce68e054349ccf0606197f88b46a,Australian Superfine Merino 8 ply,Cleckheaton,DK (11 wpi),
dc6ec59fe8c30cb860be7e67bb0a63108d51c150,Almerino Aran ,Rooster,Aran (8 wpi),
3531f992cc4f8008d3f4c9dafe23691362c10445,Handspun,Ozark Handspun,Super Bulky (5-6 wpi),
3b7ecb2729719d25ebad387da83b1bd6e03e9905,Sheepsdown,Schoolhouse Press,Super Bulky (5-6 wpi),
49cf0f9f1da5e37c8ebcbdc5430c72c441ca050c,Andean Treasure,Knit Picks,Sport (12 wpi),
8168e32533cafc44eb295c0c83ec857c9b42c183,Shine Worsted,Knit Picks,Sport (12 wpi),
6bdb94600ec0c6b57b820aea3cb85e0d1ce5d4b6,Iona,Colinette,Worsted (9 wpi),
3069147012273f3a71c187e108ab89af46d51180,Fettuccini (Wool Blend),Lion Brand,Super Bulky (5-6 wpi),
7993a83b9687b3438c3db1c49f7fed09dc8fb42a,Kidsilk Haze,Rowan,DK (11 wpi),
52529cbceb9243ee42443d2f7f398fdf6300c657,4 Ply Soft,Rowan,DK (11 wpi),
daeaa2e523dd1c5765e79fd998b5486db80eedf0,Canadiana Solids (Vintage),Patons North America,Worsted (9 wpi),
a8b4af9b87523e9cabfcccd2b11404a86272b835,Carefree Canadiana Sayelle,Patons North America,Worsted (9 wpi),
e52ac7459602fa0f4179a00ca85467b65076429c,Wool 8/2 Effektgarn ,Kauni,Sport (12 wpi),
b76be7c067de1eb456375e15f0b6521fe8185ad2,Linie 231 Filz-Wolle Color,ONline,Super Bulky (5-6 wpi),
acd31ce063b37d58d4cde2230ce59080bbff961b,Felted Tweed,Rowan,DK (11 wpi),
2fbcb52f256fd745ba932410b43873a7599f44ad,Fishermen's Wool,Lion Brand,Worsted (9 wpi),
5780587daa3915b04aef47b1f5b89744bf298617,Cashmere,GGH,Aran (8 wpi),
7b40f88cbcfb8818ae2c60645f6ac9ed8cedd1f6,Filzwolle Uni,Gründl Wolle,Super Bulky (5-6 wpi),
8e3031ddc3bd276eca7dcb91c49a6e7702c11ed8,Bulky Merino Alpaca Silk,Ripples Crafts Hand Dyed Yarns,Super Bulky (5-6 wpi),
3d8d0383b75f5cb1833a70796fbb74789784cd63,Marley,Plymouth Yarn,Super Bulky (5-6 wpi),
447a50b1c430040e94097be3c627e94257ff1e2f,Patons Fuzzy Wuzzy Angora,P&B Wools,Fingering (14 wpi),
ec88e1e3f59a713f03b9f8b46d495b80d6b6fb8d,Super Saver (Multis | Prints ),Red Heart,Sport (12 wpi),
250810a10ab7e0cb91c1733c0ef78dbbf0757da2,Nalle Colori,Novita,Sport (12 wpi),
b22ad02359e3799377367317f1d567d27709b6b2,7 Veljestä Kantri,Novita,Sport (12 wpi),
e3f5ae279e66b58bb6293ed1db7c3d9d5c8e4412,Nalle Talvi,Novita,Sport (12 wpi),
2afb75d30527c9f3b37d106429836b809e802437,Nalle Kukkaketo,Novita,Sport (12 wpi),
54724523222cf9a35de9cf264118b6562cfd6afc,7 Veljestä Linnut,Novita,Sport (12 wpi),
ba0d7f9c8c8bc4a31105f168a2b21e266e3d36c7,Álafosslopi,Ístex,Bulky (7 wpi),
3cad58b2eca6a69b790c63a7d0eb0fd2ec9da89b,Baby Alpaca Grande,Plymouth Yarn,Super Bulky (5-6 wpi),
e47c6a8ed035bce68c339d01e8676d1e00ac72ae,Kidsilk Haze,Rowan,Light Fingering,
b1aec33f821bf3d834b7f8996583de35756de364,Fine Art,Rowan,Light Fingering,
a2b9edb644b81e28b5cc6f0d69220b9ab6e797b4,Cashmira,Alize,Sport (12 wpi),
e282f2fe63f49c388765bf671f95a5829a10584b,Carícia,Rosários 4,Worsted (9 wpi),
5ee5921165d6049d4718bf8da90ea19d551628dc,Mimi,Lotus Yarns,Lace,
3ca93ab6351e94eb0bcd48f4b9a0143efe6aa01d,Merino 3-Strand,Morehouse Farm Merino,Aran (8 wpi),
03359ea7c898af128ca133aa4b9db45edf970b1a,Merino Bulky,Morehouse Farm Merino,Super Bulky (5-6 wpi),
263c6530561a917eebdc79e78104f067d4dc46ee,Fun Fur Solid,Lion Brand,Aran (8 wpi),
28b637b7df477e3089ddbf0233419f7c343ffb10,Filz Mich,Ferner Wolle,Super Bulky (5-6 wpi),
90dbdfeca7132513a8b4fdfa5c109f619268a2fa,Crazy Chain,Ferner Wolle,Super Bulky (5-6 wpi),
9a91af5c4f146f6a2b17919c7c16b8c92deb6b08,Zara,Filatura Di Crosa,DK (11 wpi),
94adc2df1f07bb63b7ed5d91a36870d5e4dbef25,Cool Wool Merino Superfein,Lana Grossa,Sport (12 wpi),
4d572a3005157e69c0ab4c12fdd184911e3059d0,Merino 2-Ply,Morehouse Farm Merino,Sport (12 wpi),
4471a72336fa0381c4f41e546dda5baebc939bd7,Silk Blend,Manos del Uruguay,DK (11 wpi),
28d39a55f918bd1b90b1cb3282532261d85d0854,Zauberball® Stärke 6,Schoppel-Wolle,DK (11 wpi),
2817b1e890ea0bb279c3576fa620b588a164bc2c,Riot Double Knitting,King Cole,DK (11 wpi),
b4a586363904930540f63908fba49a3d156474a1,Fayette,Moda Vera,DK (11 wpi),
0bf135bd9c396ba28dfc40d86278645ba89e3d20,Lenora,Noble Character Crafts,Worsted (9 wpi),
6a46255138da6a30a9818cc284d8356b1b17c37e,Sheepaca,Wool and the Gang,Aran (8 wpi),
d8bcafdc2c25756d12c6723d857fcbf9e63fcc6e,Donegal Luxury Tweed Aran w/Angora,Debbie Bliss,Aran (8 wpi),
3229253222602b2f73f2e77a5163b95bd118d3ef,Tweed,LandLust (Donegal Yarns),Aran (8 wpi),
5ee2906abe6611ffce16bba2d1f95617263721e5,Millefiori Big,Berroco,Super Bulky (5-6 wpi),
ebbe03cd17be4f26ab1a44a22e5367f5f8635a2c,A.S.A.P,madelinetosh,Super Bulky (5-6 wpi),
08818c849026a2c9e6c9dd571b79e8d8d64ffb78,Heartland,Lion Brand,Worsted (9 wpi),
654677dcb85922c9e844c51d633a88da8c76bc34,Soft Donegal Fingering,Knoll Yarns,Light Fingering,
424f2299490e581a7fe3f9ebe6a60e95407b3d1c,Luxury Alpaca Superfine Aran,Rico Design,Aran (8 wpi),
8b81c470ec2a905decbe082630e7eb43ee832328,Super Kid Silk,Mayflower,Worsted (9 wpi),
289ef06014458871687a75bba8394fb337dc8bc8,Baby Merino XL,Hobbii,Worsted (9 wpi),
310fef378b3a018eab4ed99a452f343eaf7e0036,Opal Hundertwasser 4-fach / 4-ply,Zwerger Garn,Bulky (7 wpi),
afeccd78dfa526faf22409903d8aab0c59b68885,Tosh Merino Light,madelinetosh,Bulky (7 wpi),
26611c6c20d5c271d3ed8e16baef688f367ef77a,Strong Sock,Stimpylab,Bulky (7 wpi),
d2a1c16c7daaef830788be8258560b03e576014d,Alpaca,Jaeger,Worsted (9 wpi),
9b357fcd7147766aba22f9441ffef7af1bf8c9c8,Wool,Kona Bay Knitting,Worsted (9 wpi),
91bbc018594833ce8d1bcbf43c0cb340d56c9cf0,Merino,Blue Hills Alpacas and Fiber Mill,Worsted (9 wpi),
e247c616c6323dadaf14fcc8b26124fc081514e9,Ragazza Per Té,Lana Grossa,Aran (8 wpi),
bc9fbeaaf50fdfcf1749b4c4ebcb88835ae4a949,Basic Stitch Anti-Pilling: Skein Tones,Lion Brand,Aran (8 wpi),
0b7b9ae6bbe1f1c91afe5f7149321e3ae152e6b0,Feels Like Butta,Lion Brand,Aran (8 wpi),
99032e597bb82815fa70c84ec54b7c0d74e50282,Bulky Weight Superwash Merino ,Black Sheep Dyeworks,Super Bulky (5-6 wpi),
c5b28c27eebca7858749d105507539d38c5c0393,Worsted,Malabrigo Yarn,Aran (8 wpi),
97a406db9285d94ccba8b6c649d3630e325eb03d,Merino DK,Debbie Bliss,DK (11 wpi),
db0df85a40a91ee50a6ad2f930ed12715833e4fd,Merino Worsted,Frog Tree,Worsted (9 wpi),
7ae84eb0f8771f3e0e097b3a038e1308d2e2d127,Zara,Filatura Di Crosa,Sport (12 wpi),
00ef44ac2ac41912ae26cd900a5c919fc15e49d1,Falk,Dale Garn,Sport (12 wpi),
f4c945d1f6e2b9044ba0ee039d6e316ef3a5d637,Phil Douce,Phildar,Aran (8 wpi),
cb7d61810ca26bfa36b39bfa2faa5c969bc90a09,Simply Soft Solids,Caron,Worsted (9 wpi),
264798c12a7208facf2e79e8472c72de8c9defee,"Everyday Worsted Solids, Marls & Heathers",Premier Yarns,Worsted (9 wpi),
c5d46f644bb37949c6a5af54909fa74af33777ec,Sweet Delight Chunky,Baby Bee,Bulky (7 wpi),
ce2fce41cf620d05cfb63bc750e80d3cc936bb7a,Diploma Gold DK,Patons UK,DK (11 wpi),
1d82b138935d2257df2054261a5146bf5f66ad8c,Worsted Hand Dyes,Blue Sky Fibers,DK (11 wpi),
f116db65cbb0d23f3988783c7e724ca86fd12f9e,Brushed Suri,Blue Sky Fibers,DK (11 wpi),
5b3a481f9656fb2e3be3ff94252e401900ad1984,Holiday Lights,Plymouth Yarn,Worsted (9 wpi),
218a7f2fb20fc8e0d8a54d6f120f0ecfa246929f,Twist,Malabrigo Yarn,Aran (8 wpi),
1687116616fc3fb5ddede10e9be389540b690386,Honor,Lorna's Laces,DK (11 wpi),
fee4aba4c7f9572d0825440beca07f6bf06bd060,100% Wool,"Wild Apple Hill Farm, Ltd.",Worsted (9 wpi),
8b356be8b7ef6b49810884e11b4c167b4ad9de41,Wool,Happy Sheep,Aran (8 wpi),
4f0f0b98282b1272c2be161519dceffe9983e957,Wool Print,Happy Sheep,Aran (8 wpi),
ecf588d382a353d3e54b26475029d13a67efe1b7,Snuggly 4 Ply,Sirdar,Fingering (14 wpi),
4edfd2709c15ddd2486f57132f34d41ee9b0f2fe,Astra (Solids),Patons North America,DK (11 wpi),
99d477c5281e79771e49145d4a56ba74b6f370f4,Astra (Variegated),Patons North America,DK (11 wpi),
34dd65a9a3b0aa58e79e2aad1f30abf2fee3442a,Beehive Soft Blend DK,Patons UK,DK (11 wpi),
1249d93e7b47a0cad55585643ef2782f2298e6a8,Click DK with Wool,Sirdar,DK (11 wpi),
414de7a41dd44223a61a664a94609cb85af5a966,Big Softie,Sirdar,Super Bulky (5-6 wpi),
231d8025f824e62b427f6ceae142353f7a6ac5d5,Softee Chunky Solids (Super Bulky),Bernat,Super Bulky (5-6 wpi),
