pattern_id,link_id,url,source,price
1206901,1,https://www.ravelry.com/patterns/library/hat-squared-2,Ravelry,4.95 USD
1342357,1,https://www.ravelry.com/patterns/library/hat-waverly,Ravelry,5.99 USD
7345415,1,https://www.ravelry.com/patterns/library/hat-with-large-butterflies,Ravelry,5.99 USD
7375771,1,https://www.ravelry.com/patterns/library/hat-easy,Ravelry,Free
135110,1,https://www.ravelry.com/patterns/library/basic-ear-flap-hat,Ravelry,Free
540013,1,https://www.ravelry.com/patterns/library/ho-ho-ho-santa-hat-4,Ravelry,7.0 USD
787492,1,https://www.ravelry.com/patterns/library/hat-mutze-potzblitz--hamburg-ahoi,Ravelry,5.2 EUR
911054,1,https://www.ravelry.com/patterns/library/hat-not-hate-hat,Ravelry,Free
135417,1,https://www.ravelry.com/patterns/library/hat-and-boots,Ravelry,Free
18010,1,https://www.ravelry.com/patterns/library/hat-recipe-2-the-no-pattern-hat,Ravelry,Free
119653,1,https://www.ravelry.com/patterns/library/hat-trick-5,Ravelry,Free
470221,1,https://www.ravelry.com/patterns/library/hat--unity,Ravelry,5.99 USD
699043,1,https://www.ravelry.com/patterns/library/hat--adorable,Ravelry,5.99 USD
694869,1,https://www.ravelry.com/patterns/library/hat--wonder,Ravelry,5.99 USD
676148,1,https://www.ravelry.com/patterns/library/hat-42-fish-child-size,Ravelry,Free
829742,1,https://www.ravelry.com/patterns/library/hat--eternal,Ravelry,5.99 USD
869589,1,https://www.ravelry.com/patterns/library/hat--spirited,Ravelry,5.99 USD
883934,1,https://www.ravelry.com/patterns/library/hat-in-twined-knitting,Ravelry,Free
986786,1,https://www.ravelry.com/patterns/library/hat--fireside,Ravelry,5.99 USD
1003918,1,https://www.ravelry.com/patterns/library/hat---the-larisa,Ravelry,5.0 USD
1117893,1,https://www.ravelry.com/patterns/library/hat-of-opportunities,Ravelry,40.0 DKK
1248042,1,https://www.ravelry.com/patterns/library/hat-a-cat-or-a-dog,Ravelry,7.0 USD
140150,1,https://www.ravelry.com/patterns/library/hat-heel,Ravelry,Free
206670,1,https://www.ravelry.com/patterns/library/hat-with-star-decrease,Ravelry,Free
353785,1,https://www.ravelry.com/patterns/library/hat-for-a-lawyer,Ravelry,Free
570411,1,https://www.ravelry.com/patterns/library/hat-eva,Ravelry,5.99 USD
618372,1,https://www.ravelry.com/patterns/library/hat-in-bluebell-rib-for-a-lady,Ravelry,1.5 USD
635203,1,https://www.ravelry.com/patterns/library/hat-with-a-rib,Ravelry,Free
652812,1,https://www.ravelry.com/patterns/library/hat-27-beaded-rib,Ravelry,Free
652813,1,https://www.ravelry.com/patterns/library/hat-28-quilted,Ravelry,Free
693315,1,https://www.ravelry.com/patterns/library/hat-with-braids-2,Ravelry,Free
877600,1,https://www.ravelry.com/patterns/library/hat-with-handle,Ravelry,5.0 USD
933633,1,https://www.ravelry.com/patterns/library/ravenclaw-knit-hat-harry-potter,Ravelry,Free
933630,1,https://www.ravelry.com/patterns/library/hufflepuff-knit-hat-harry-potter,Ravelry,Free
934141,1,https://www.ravelry.com/patterns/library/hat-143,Ravelry,5.0 USD
933632,1,https://www.ravelry.com/patterns/library/gryffindor-knit-hat,Ravelry,Free
933905,1,https://www.ravelry.com/patterns/library/targaryen-knit-hat,Ravelry,Free
1064674,1,https://www.ravelry.com/patterns/library/hat-m01-05,Ravelry,2.0 EUR
1104371,1,https://www.ravelry.com/patterns/library/hat--mitts,Ravelry,Free
7299456,1,https://www.ravelry.com/patterns/library/hat-ludmilla,Ravelry,4.15 EUR
7306092,1,https://www.ravelry.com/patterns/library/hat-with-fantasy-cables,Ravelry,5.99 USD
547178,1,https://www.ravelry.com/patterns/library/hat-a-neckwarmer,Ravelry,Free
874,1,https://www.ravelry.com/patterns/library/ganomy-hat-june-wg08-so9,Ravelry,Free
373571,1,https://www.ravelry.com/patterns/library/hat-season,Ravelry,Free
649077,1,https://www.ravelry.com/patterns/library/hat-trick-9,Ravelry,Free
798571,1,https://www.ravelry.com/patterns/library/hat-with-a-heart-motif,Ravelry,2.99 USD
1310969,1,https://www.ravelry.com/patterns/library/hat-with-ferns,Ravelry,5.99 USD
1326925,1,https://www.ravelry.com/patterns/library/hat-with-hearts-2,Ravelry,Free
1334686,1,https://www.ravelry.com/patterns/library/hat-melissa,Ravelry,5.99 USD
1365093,1,https://www.ravelry.com/patterns/library/hat-willa,Ravelry,5.99 USD
1352166,1,https://www.ravelry.com/patterns/library/hat-romy,Ravelry,5.99 USD
7320757,1,https://www.ravelry.com/patterns/library/hat-lovely-day,Ravelry,5.99 USD
7370349,1,https://www.ravelry.com/patterns/library/hat-bright-day,Ravelry,5.99 USD
529861,1,https://www.ravelry.com/patterns/library/hat-and-scarf-for-men,Ravelry,Free
6903,1,https://www.ravelry.com/patterns/library/four-corner-hat-123,Ravelry,Free
19104,1,https://www.ravelry.com/patterns/library/tasseled-earflap-hat,Ravelry,Free
58699,1,https://www.ravelry.com/patterns/library/hat-and-scarf-70379ad-hat,Ravelry,Free
107157,1,https://www.ravelry.com/patterns/library/cunning-jayne-hat,Ravelry,Free
156164,1,https://www.ravelry.com/patterns/library/two-tailed-santa-hat,Ravelry,Free
139885,1,https://www.ravelry.com/patterns/library/ribbed-earflap-hat-4,Ravelry,Free
174443,1,https://www.ravelry.com/patterns/library/pinch-hat-3-versions,Ravelry,7.99 USD
419833,1,https://www.ravelry.com/patterns/library/jayne-hat-6,Ravelry,Free
459402,1,https://www.ravelry.com/patterns/library/hat-with-small-lacy-diamonds,Ravelry,2.99 USD
680200,1,https://www.ravelry.com/patterns/library/hat--simplicity,Ravelry,5.99 USD
808148,1,https://www.ravelry.com/patterns/library/hat-with-crossed-stitches-and-lace,Ravelry,Free
25684,1,https://www.ravelry.com/patterns/library/baby-jester-hat,Ravelry,Free
1084538,1,https://www.ravelry.com/patterns/library/linden-hat-2,Ravelry,Free
694710,1,https://www.ravelry.com/patterns/library/a-gnomey-hat,Ravelry,3.0 USD
1271632,1,https://www.ravelry.com/patterns/library/lindal-pixie-hat-child,Ravelry,9.0 USD
987155,1,https://www.ravelry.com/patterns/library/hat-vent-2019,Ravelry,7.0 USD
628109,1,https://www.ravelry.com/patterns/library/hat-a-boy-fair-isle-nordic-hat,Ravelry,Free
147192,1,https://www.ravelry.com/patterns/library/hat-ala-janis,Ravelry,Free
626788,1,https://www.ravelry.com/patterns/library/hat-a-boy-fair-isle-cowl,Ravelry,Free
175288,1,https://www.ravelry.com/patterns/library/hat-and-booties,Ravelry,Free
1108033,1,https://www.ravelry.com/patterns/library/hat-mittens--booties-5392,Ravelry,4.2 USD
41022,1,https://www.ravelry.com/patterns/library/hat-with-heart-earflaps-knit,Ravelry,Free
113342,1,https://www.ravelry.com/patterns/library/hat-cap-and-neck-gaitor,Ravelry,Free
187577,1,https://www.ravelry.com/patterns/library/hat-with-cable-crown,Ravelry,Free
254662,1,https://www.ravelry.com/patterns/library/hat-box-stitch,Ravelry,Free
225061,1,https://www.ravelry.com/patterns/library/hat-with-celtic-motifs,Ravelry,Free
338348,1,https://www.ravelry.com/patterns/library/hat-in-bloom,Ravelry,Free
646634,1,https://www.ravelry.com/patterns/library/hat-art-deco,Ravelry,5.2 EUR
735526,1,https://www.ravelry.com/patterns/library/hat-138,Ravelry,Free
1367063,1,https://www.ravelry.com/patterns/library/hat-peruana,Ravelry,5.0 EUR
108649,1,https://www.ravelry.com/patterns/library/hat-27,Ravelry,Free
489896,1,https://www.ravelry.com/patterns/library/hat-for-little-ears,Ravelry,Free
20934,1,https://www.ravelry.com/patterns/library/hat-for-an-adult,Ravelry,Free
1176133,1,https://www.ravelry.com/patterns/library/hat-kalon,Ravelry,4.5 EUR
221547,1,https://www.ravelry.com/patterns/library/hat-and-scarf-9,Ravelry,Free
553034,1,https://www.ravelry.com/patterns/library/hat-and-scarf-for-toddlers,Ravelry,3.75 USD
634935,1,https://www.ravelry.com/patterns/library/hat-and-scarf-10,Ravelry,Free
308361,1,https://www.ravelry.com/patterns/library/hat--bootie-set,Ravelry,Free
337598,1,https://www.ravelry.com/patterns/library/hat-and-mittens-set-for-newborn,Ravelry,Free
570064,1,https://www.ravelry.com/patterns/library/hat--bootees-415,Ravelry,7.0 AUD
6720,1,https://www.ravelry.com/patterns/library/nehalem-hat---cable-band,Ravelry,7.0 USD
35846,1,https://www.ravelry.com/patterns/library/hat-4,Ravelry,Free
38443,1,https://www.ravelry.com/patterns/library/hat-141,Ravelry,Free
15377,1,https://www.ravelry.com/patterns/library/snail-hat-aka-conch-or-dairy-queen,Ravelry,7.99 USD
28611,1,https://www.ravelry.com/patterns/library/hat-trick-10,Ravelry,Free
37214,1,https://www.ravelry.com/patterns/library/hat-with-flaps,Ravelry,Free
14228,1,https://www.ravelry.com/patterns/library/hat-and-wristlets-hat,Ravelry,Free
54634,1,https://www.ravelry.com/patterns/library/hat,Ravelry,Free
52326,1,https://www.ravelry.com/patterns/library/hat-2,Ravelry,Free
73723,1,https://www.ravelry.com/patterns/library/hat-with-small-leaves,Ravelry,11.0 USD
73060,1,https://www.ravelry.com/patterns/library/hat-with-squares,Ravelry,11.0 USD
77040,1,https://www.ravelry.com/patterns/library/hat-with-ear-flaps,Ravelry,Free
73763,1,https://www.ravelry.com/patterns/library/hat-with-stars,Ravelry,11.0 USD
80168,1,https://www.ravelry.com/patterns/library/hat-with-peak,Ravelry,Free
135274,1,https://www.ravelry.com/patterns/library/hat-with-brim-3,Ravelry,Free
149344,1,https://www.ravelry.com/patterns/library/hat-cowl-and-mittens-mr11-13,Ravelry,Free
135873,1,https://www.ravelry.com/patterns/library/lubushka-hat,Ravelry,6.0 USD
148690,1,https://www.ravelry.com/patterns/library/hat-with-cable,Ravelry,Free
149098,1,https://www.ravelry.com/patterns/library/hat-with-crochet-band,Ravelry,4.85 USD
179490,1,https://www.ravelry.com/patterns/library/hat-gathering,Ravelry,Free
209083,1,https://www.ravelry.com/patterns/library/hat-two-tone---hut-zweifarbig,Ravelry,Free
208997,1,https://www.ravelry.com/patterns/library/hat-in-a-flap,Ravelry,4.0 USD
272725,1,https://www.ravelry.com/patterns/library/hat-power-50,Ravelry,Free
272167,1,https://www.ravelry.com/patterns/library/hat-head-or-neck-warmer-and-cuffs-or-wrist-warmers-with-flower-border,Ravelry,Free
281589,1,https://www.ravelry.com/patterns/library/hat-and-bag,Ravelry,3.0 USD
288330,1,https://www.ravelry.com/patterns/library/quick-knit-bulky-hat,Ravelry,3.75 USD
291550,1,https://www.ravelry.com/patterns/library/hat-40,Ravelry,Free
330952,1,https://www.ravelry.com/patterns/library/hat-and-scarf-set---hat,Ravelry,Free
348524,1,https://www.ravelry.com/patterns/library/hat-for-a-cool-dude--mossa-at-en-tuffing,Ravelry,Free
363727,1,https://www.ravelry.com/patterns/library/hat-5-2,Ravelry,Free
371480,1,https://www.ravelry.com/patterns/library/hat-in-lily-of-the-valley-pattern,Ravelry,3.5 EUR
423478,1,https://www.ravelry.com/patterns/library/hat-70215ad,Ravelry,Free
442640,1,https://www.ravelry.com/patterns/library/hat-with-ear-flaps-4,Ravelry,5.0 USD
454875,1,https://www.ravelry.com/patterns/library/hat-and-scarf-8,Ravelry,Free
456902,1,https://www.ravelry.com/patterns/library/hat-so-snow---,Ravelry,Free
465949,1,https://www.ravelry.com/patterns/library/hat-quatro,Ravelry,3.0 EUR
472485,1,https://www.ravelry.com/patterns/library/hat-mimi,Ravelry,3.5 EUR
506233,1,https://www.ravelry.com/patterns/library/hat--i-am-worthy,Ravelry,5.99 USD
524551,1,https://www.ravelry.com/patterns/library/hat--belonging,Ravelry,5.99 USD
524572,1,https://www.ravelry.com/patterns/library/hat--silence,Ravelry,5.99 USD
524560,1,https://www.ravelry.com/patterns/library/hat--grace,Ravelry,5.99 USD
524567,1,https://www.ravelry.com/patterns/library/hat-frozen-anna,Ravelry,Free
527841,1,https://www.ravelry.com/patterns/library/hat-for-spring,Ravelry,Free
524566,1,https://www.ravelry.com/patterns/library/hat--loyal,Ravelry,5.99 USD
535006,1,https://www.ravelry.com/patterns/library/hat-parade,Ravelry,Free
557570,1,https://www.ravelry.com/patterns/library/hat-number-5,Ravelry,Free
556243,1,https://www.ravelry.com/patterns/library/hat-with-ears-2,Ravelry,1.5 GBP
563168,1,https://www.ravelry.com/patterns/library/maxim-baby-hat,Ravelry,6.0 USD
600946,1,https://www.ravelry.com/patterns/library/hat--daring,Ravelry,5.99 USD
626799,1,https://www.ravelry.com/patterns/library/hat-frozen,Ravelry,250.0 RUB
665936,1,https://www.ravelry.com/patterns/library/hat--laughter,Ravelry,5.99 USD
676595,1,https://www.ravelry.com/patterns/library/hat--inspirational-2,Ravelry,5.99 USD
654602,1,https://www.ravelry.com/patterns/library/hat-83,Ravelry,7.99 USD
692256,1,https://www.ravelry.com/patterns/library/hat-braid,Ravelry,Free
692874,1,https://www.ravelry.com/patterns/library/hat--beauty,Ravelry,5.99 USD
694886,1,https://www.ravelry.com/patterns/library/hat--oneness,Ravelry,4.99 USD
776210,1,https://www.ravelry.com/patterns/library/hat--temperance,Ravelry,5.99 USD
776200,1,https://www.ravelry.com/patterns/library/hat--purpose,Ravelry,5.99 USD
739148,1,https://www.ravelry.com/patterns/library/hat-fair-and-square-aka-back-to-square-one,Ravelry,7.0 AUD
869562,1,https://www.ravelry.com/patterns/library/hat--hearty,Ravelry,5.99 USD
869583,1,https://www.ravelry.com/patterns/library/hat--snazzy,Ravelry,5.99 USD
869582,1,https://www.ravelry.com/patterns/library/hat--classy,Ravelry,5.99 USD
869585,1,https://www.ravelry.com/patterns/library/hat--spiffy,Ravelry,5.99 USD
881030,1,https://www.ravelry.com/patterns/library/hat---mutze-dante,Ravelry,5.2 EUR
885892,1,https://www.ravelry.com/patterns/library/hat-for-hal,Ravelry,5.0 USD
869593,1,https://www.ravelry.com/patterns/library/hat--snappy,Ravelry,5.99 USD
898603,1,https://www.ravelry.com/patterns/library/hat-with-purled-xo,Ravelry,Free
933907,1,https://www.ravelry.com/patterns/library/baratheon-knit-hat-game-of-thrones,Ravelry,Free
926040,1,https://www.ravelry.com/patterns/library/hat-pattern-generator,Ravelry,Free
957157,1,https://www.ravelry.com/patterns/library/hat--heavenly,Ravelry,5.99 USD
985115,1,https://www.ravelry.com/patterns/library/hat--autumn-dreams,Ravelry,5.99 USD
962861,1,https://www.ravelry.com/patterns/library/hat-capitan-rex,Ravelry,4.0 GBP
1002177,1,https://www.ravelry.com/patterns/library/hat-113,Ravelry,5.0 EUR
1068863,1,https://www.ravelry.com/patterns/library/hat-in-garter-stitch,Ravelry,Free
1007927,1,https://www.ravelry.com/patterns/library/hat-jasper,Ravelry,5.0 EUR
1112534,1,https://www.ravelry.com/patterns/library/hat-purl-waves,Ravelry,5.0 USD
1219905,1,https://www.ravelry.com/patterns/library/hat-black-gnome,Ravelry,5.0 EUR
1263684,1,https://www.ravelry.com/patterns/library/hat-not-hate-latvian-braid-hat,Ravelry,Free
1300724,1,https://www.ravelry.com/patterns/library/hat-yshanka,Ravelry,6.0 USD
1268768,1,https://www.ravelry.com/patterns/library/hat-for-every-head,Ravelry,5.0 USD
1359605,1,https://www.ravelry.com/patterns/library/hat--waffle-stitch,Ravelry,5.99 USD
1354517,1,https://www.ravelry.com/patterns/library/hat--gift-of-gratitude,Ravelry,5.99 USD
1357142,1,https://www.ravelry.com/patterns/library/hat--quiet-calm,Ravelry,5.99 USD
7320921,1,https://www.ravelry.com/patterns/library/hat-bellflower,Ravelry,Free
37051,1,https://www.ravelry.com/patterns/library/hat-5,Ravelry,Free
2489,1,https://www.ravelry.com/patterns/library/hat-with-topknot--socks,Ravelry,Free
128036,1,https://www.ravelry.com/patterns/library/little-donkey-baby-hat,Ravelry,6.0 USD
130284,1,https://www.ravelry.com/patterns/library/little-crab-baby-hat,Ravelry,6.0 USD
144966,1,https://www.ravelry.com/patterns/library/happy-tree-baby-hat,Ravelry,6.0 USD
282856,1,https://www.ravelry.com/patterns/library/hat-for-aubree,Ravelry,Free
348632,1,https://www.ravelry.com/patterns/library/hat-nr-2,Ravelry,Free
619824,1,https://www.ravelry.com/patterns/library/hat-for-beginner-8,Ravelry,Free
620120,1,https://www.ravelry.com/patterns/library/hat-for-beginner-13,Ravelry,Free
26124,1,https://www.ravelry.com/patterns/library/hat-mitts-and-gloves,Ravelry,Free
47037,1,https://www.ravelry.com/patterns/library/hat-and-wristlets,Ravelry,9.0 USD
201971,1,https://www.ravelry.com/patterns/library/hat-with-multi-cluster-trim-edge-with-fingerless-mittens,Ravelry,Free
249587,1,https://www.ravelry.com/patterns/library/hat-and-mittens-2,Ravelry,Free
203280,1,https://www.ravelry.com/patterns/library/hat-with-harlequin-trim-with-fingerless-mittens,Ravelry,1.5 GBP
364077,1,https://www.ravelry.com/patterns/library/hat-cowl,Ravelry,5.0 USD
477584,1,https://www.ravelry.com/patterns/library/hat-and-cowl-2-in-1,Ravelry,4.99 USD
892600,1,https://www.ravelry.com/patterns/library/hat-and-cowl-4,Ravelry,Free
21128,1,https://www.ravelry.com/patterns/library/knit--felt-pork-pie-hat,Ravelry,Free
104099,1,https://www.ravelry.com/patterns/library/hat-with-earflaps-and-optional-ears,Ravelry,Free
139346,1,https://www.ravelry.com/patterns/library/hat-mittens-and-scarf-set-hat,Ravelry,Free
167438,1,https://www.ravelry.com/patterns/library/hat-to-head-tutorial,Ravelry,Free
188012,1,https://www.ravelry.com/patterns/library/hat-with-crochet-motif,Ravelry,Free
205358,1,https://www.ravelry.com/patterns/library/hat-with-earflaps-and-optional-pompom,Ravelry,Free
271244,1,https://www.ravelry.com/patterns/library/hat-power-55,Ravelry,Free
287449,1,https://www.ravelry.com/patterns/library/hat-with-hearts,Ravelry,Free
356203,1,https://www.ravelry.com/patterns/library/hat-with-contrast-turn-back,Ravelry,Free
450995,1,https://www.ravelry.com/patterns/library/hat-with-pink-bow,Ravelry,5.5 USD
503640,1,https://www.ravelry.com/patterns/library/hat---check-it-out,Ravelry,3.0 USD
591286,1,https://www.ravelry.com/patterns/library/hat-in-the-round,Ravelry,8.8 USD
690191,1,https://www.ravelry.com/patterns/library/hat-marsala,Ravelry,Free
982668,1,https://www.ravelry.com/patterns/library/hat-trick-3-2,Ravelry,7.0 AUD
981216,1,https://www.ravelry.com/patterns/library/hat-trick-1-2,Ravelry,7.0 AUD
984706,1,https://www.ravelry.com/patterns/library/hat-trick--5,Ravelry,7.0 AUD
982303,1,https://www.ravelry.com/patterns/library/hat-trick-2,Ravelry,7.0 AUD
983566,1,https://www.ravelry.com/patterns/library/hat-trick--4,Ravelry,7.0 AUD
7361673,1,https://www.ravelry.com/patterns/library/hat-finley,Ravelry,6.0 USD
7398489,1,https://www.ravelry.com/patterns/library/hat-with-a-twist-3,Ravelry,2.0 EUR
58961,1,https://www.ravelry.com/patterns/library/hat--scarf,Ravelry,Free
222620,1,https://www.ravelry.com/patterns/library/hat-scarf-and-mittens,Ravelry,Free
216272,1,https://www.ravelry.com/patterns/library/hat--scarf-for-lhomme,Ravelry,Free
250365,1,https://www.ravelry.com/patterns/library/hat-and-scarf-set-3,Ravelry,Free
251010,1,https://www.ravelry.com/patterns/library/hat-scarf--mitt-set,Ravelry,Free
728969,1,https://www.ravelry.com/patterns/library/hat-and-scarf-set-8,Ravelry,Free
772618,1,https://www.ravelry.com/patterns/library/hat-scarf--wrist-warmers-nsl011,Ravelry,5.0 USD
873380,1,https://www.ravelry.com/patterns/library/hat--scarf-set,Ravelry,Free
228683,1,https://www.ravelry.com/patterns/library/hat-and-booties-for-baby,Ravelry,Free
399448,1,https://www.ravelry.com/patterns/library/hat-and-booties-set-2,Ravelry,1.99 USD
423432,1,https://www.ravelry.com/patterns/library/hat-and-booties-3,Ravelry,9.0 NZD
5207,1,https://www.ravelry.com/patterns/library/maltese-fishermans-hat-wg08-so9,Ravelry,Free
19027,1,https://www.ravelry.com/patterns/library/hat-style-no-6530,Ravelry,Free
21134,1,https://www.ravelry.com/patterns/library/tea-cosy-hat,Ravelry,Free
26963,1,https://www.ravelry.com/patterns/library/07-trapper-hat,Ravelry,6.0 USD
16593,1,https://www.ravelry.com/patterns/library/berry-hat,Ravelry,Free
7336,1,https://www.ravelry.com/patterns/library/hat--wrapover-scarf-hat,Ravelry,Free
19700,1,https://www.ravelry.com/patterns/library/14-wide-brimmed-hat,Ravelry,5.0 USD
46096,1,https://www.ravelry.com/patterns/library/hat-8,Ravelry,Free
41244,1,https://www.ravelry.com/patterns/library/ear-flap-hat-21,Ravelry,Free
47637,1,https://www.ravelry.com/patterns/library/bloomsbury-cloche-hat,Ravelry,Free
28683,1,https://www.ravelry.com/patterns/library/hat-with-turn-back-cuff,Ravelry,Free
50941,1,https://www.ravelry.com/patterns/library/hat-and-scarf-30281-hat,Ravelry,Free
56546,1,https://www.ravelry.com/patterns/library/hat-with-helix-stripes,Ravelry,Free
52610,1,https://www.ravelry.com/patterns/library/hat-12,Ravelry,Free
88990,1,https://www.ravelry.com/patterns/library/earflap-hat-53,Ravelry,Free
92476,1,https://www.ravelry.com/patterns/library/hat-and-mittens,Ravelry,Free
77639,1,https://www.ravelry.com/patterns/library/hat-with-flaps-2,Ravelry,Free
68857,1,https://www.ravelry.com/patterns/library/hat-13,Ravelry,Free
54912,1,https://www.ravelry.com/patterns/library/hat-with-cables,Ravelry,Free
104847,1,https://www.ravelry.com/patterns/library/hat-recipe-1-scarf-rescue-hat,Ravelry,Free
84158,1,https://www.ravelry.com/patterns/library/hat-80405ad,Ravelry,Free
124330,1,https://www.ravelry.com/patterns/library/hat-with-ear-flaps-2,Ravelry,Free
144178,1,https://www.ravelry.com/patterns/library/hat-8-6,Ravelry,Free
134477,1,https://www.ravelry.com/patterns/library/17-colorwork-hat,Ravelry,6.0 USD
143664,1,https://www.ravelry.com/patterns/library/hat-for-a-prince,Ravelry,Free
137319,1,https://www.ravelry.com/patterns/library/north-pole-hat,Ravelry,6.0 USD
156962,1,https://www.ravelry.com/patterns/library/hat-trick-acc2,Ravelry,Free
156232,1,https://www.ravelry.com/patterns/library/hat-in-ecological-wool,Ravelry,Free
144543,1,https://www.ravelry.com/patterns/library/hat-with-ear-flaps-3,Ravelry,Free
160434,1,https://www.ravelry.com/patterns/library/hat-29,Ravelry,Free
162434,1,https://www.ravelry.com/patterns/library/ronald-hat,Ravelry,6.0 USD
132619,1,https://www.ravelry.com/patterns/library/hat-and-scarf-15,Ravelry,Free
156338,1,https://www.ravelry.com/patterns/library/hat-in-variegated-yarns,Ravelry,Free
162178,1,https://www.ravelry.com/patterns/library/hat-done-flat,Ravelry,Free
159456,1,https://www.ravelry.com/patterns/library/hat-basic-2-color,Ravelry,3.5 USD
149307,1,https://www.ravelry.com/patterns/library/cloche-hat-3,Ravelry,Free
151029,1,https://www.ravelry.com/patterns/library/hat-and-wrist-warmers-in-mesh-pattern,Ravelry,Free
204646,1,https://www.ravelry.com/patterns/library/hat-with-no-name,Ravelry,Free
163461,1,https://www.ravelry.com/patterns/library/hat-25,Ravelry,Free
196754,1,https://www.ravelry.com/patterns/library/hat-most-likely-to-succeed,Ravelry,Free
214299,1,https://www.ravelry.com/patterns/library/hat-34,Ravelry,Free
